Time,Roll,Pitch,Yaw,Voltage
452311,0.04,0.01,1.94,0.05
452318,0.04,0.01,1.94,0.05
452322,0.04,0.01,1.94,0.05
452329,0.04,0.01,1.94,0.05
452336,0.04,0.01,1.94,0.05
452341,0.04,0.01,1.94,0.05
452348,0.04,0.02,1.93,0.05
452354,0.04,0.02,1.93,0.05
452361,0.04,0.02,1.92,0.05
452368,0.04,0.02,1.91,0.05
452373,0.04,0.02,1.91,0.05
452380,0.04,0.02,1.91,0.05
452386,0.04,0.02,1.91,0.05
452391,0.04,0.02,1.91,0.05
452399,0.04,0.02,1.91,0.05
452404,0.04,0.02,1.91,0.05
452411,0.03,0.01,1.91,0.05
452418,0.03,0.01,1.91,0.05
452422,0.03,0.01,1.91,0.05
452430,0.03,0.01,1.91,0.05
452438,0.04,0.01,1.92,0.05
452442,0.04,0.01,1.92,0.05
452449,0.04,0.01,1.93,0.05
452454,0.04,0.01,1.93,0.05
452461,0.04,0.01,1.94,0.05
452468,0.04,0.01,1.94,0.05
452473,0.04,0.01,1.94,0.05
452481,0.04,0.01,1.94,0.05
452488,0.04,0.01,1.94,0.05
452492,0.04,0.01,1.94,0.05
452499,0.04,0.01,1.94,0.05
452506,0.04,0.01,1.94,0.05
452511,0.04,0.01,1.94,0.05
452518,0.04,0.01,1.93,0.05
452524,0.04,0.01,1.93,0.05
452531,0.04,0.02,1.92,0.05
452538,0.05,0.02,1.92,0.05
452542,0.05,0.02,1.92,0.05
452550,0.04,0.01,1.91,0.05
452557,0.04,0.01,1.91,0.05
452561,0.04,0.01,1.91,0.05
452569,0.04,0.01,1.91,0.05
452574,0.04,0.01,1.91,0.05
452581,0.04,0.01,1.91,0.05
452588,0.04,0.01,1.91,0.05
452593,0.04,0.01,1.91,0.05
452600,0.04,0.01,1.91,0.05
452608,0.04,0.01,1.91,0.05
452612,0.04,0.01,1.91,0.05
452619,0.04,0.01,1.92,0.05
452624,0.04,0.01,1.92,0.05
452631,0.04,0.01,1.93,0.05
452638,0.04,0.01,1.93,0.05
452643,0.04,0.01,1.93,0.05
452651,0.04,0.01,1.94,0.05
452658,0.04,0.01,1.94,0.05
452662,0.04,0.01,1.94,0.05
452669,0.04,0.01,1.94,0.05
452676,0.04,0.02,1.94,0.05
452681,0.04,0.02,1.94,0.05
452688,0.04,0.02,1.94,0.05
452694,0.04,0.02,1.94,0.05
452701,0.04,0.02,1.93,0.05
452708,0.04,0.02,1.93,0.05
452712,0.04,0.02,1.93,0.05
452719,0.04,0.02,1.93,0.05
452726,0.04,0.02,1.93,0.05
452731,0.04,0.02,1.93,0.08
452739,0.04,0.01,1.93,0.05
452744,0.04,0.01,1.93,0.05
452751,0.04,0.01,1.93,0.05
452758,0.05,0.01,1.93,0.05
452763,0.05,0.01,1.93,0.05
452770,0.05,0.01,1.93,0.05
452777,0.06,0.01,1.93,0.05
452782,0.06,0.01,1.93,0.05
452789,0.06,-0.00,1.93,0.05
452794,0.06,-0.00,1.93,0.05
452801,0.06,-0.00,1.93,0.05
452808,0.06,-0.00,1.92,0.05
452813,0.06,-0.00,1.92,0.05
452820,0.06,0.01,1.92,0.05
452828,0.06,0.01,1.91,0.05
452832,0.06,0.01,1.91,0.05
452839,0.06,0.01,1.91,0.05
452844,0.06,0.01,1.91,0.05
452851,0.05,0.01,1.91,0.05
452858,0.04,0.01,1.90,0.05
452864,0.04,0.01,1.90,0.05
452871,0.04,0.02,1.90,0.08
452878,0.03,0.02,1.90,0.05
452882,0.03,0.02,1.90,0.05
452889,0.02,0.02,1.90,0.05
452896,0.02,0.02,1.91,0.05
452901,0.02,0.02,1.91,0.05
452909,0.02,0.02,1.91,0.05
452914,0.02,0.02,1.91,0.05
452921,0.03,0.02,1.92,0.05
452928,0.03,0.01,1.94,0.05
452933,0.03,0.01,1.94,0.05
452940,0.04,0.01,1.94,0.05
452947,0.04,0.01,1.95,0.05
452952,0.04,0.01,1.95,0.05
452959,0.04,0.01,1.95,0.05
452964,0.04,0.01,1.95,0.05
452971,0.04,0.01,1.96,0.05
452978,0.04,0.01,1.96,0.05
452983,0.04,0.01,1.96,0.05
452990,0.04,0.01,1.96,0.05
452998,0.05,0.01,1.95,0.05
453002,0.05,0.01,1.95,0.05
453009,0.05,0.01,1.94,0.05
453014,0.05,0.01,1.94,0.05
453021,0.05,0.01,1.94,0.05
453028,0.06,0.01,1.93,0.05
453033,0.06,0.01,1.93,0.05
453041,0.06,0.01,1.92,0.05
453048,0.05,0.01,1.91,0.05
453052,0.05,0.01,1.91,0.05
453059,0.05,0.01,1.91,0.05
453066,0.05,0.01,1.91,0.05
453071,0.05,0.01,1.91,0.08
453079,0.05,0.01,1.91,0.05
453084,0.05,0.01,1.91,0.05
453091,0.05,0.01,1.91,0.05
453098,0.05,0.01,1.91,0.05
453102,0.05,0.01,1.91,0.05
453109,0.05,0.01,1.91,0.05
453116,0.04,0.01,1.92,0.05
453122,0.04,0.01,1.92,0.05
453129,0.04,0.02,1.93,0.05
453134,0.04,0.02,1.93,0.05
453141,0.04,0.02,1.94,0.05
453148,0.04,0.03,1.94,0.05
453153,0.04,0.03,1.94,0.05
453160,0.03,0.03,1.94,0.05
453168,0.03,0.02,1.95,0.05
453172,0.03,0.02,1.95,0.05
453179,0.03,0.02,1.95,0.05
453184,0.03,0.02,1.95,0.05
453191,0.04,0.01,1.96,0.05
453198,0.04,0.01,1.95,0.05
453203,0.04,0.01,1.95,0.05
453211,0.05,0.01,1.95,0.05
453218,0.06,0.01,1.94,0.05
453222,0.06,0.01,1.94,0.05
453229,0.06,-0.00,1.94,0.05
453237,0.06,-0.00,1.94,0.05
453241,0.06,-0.00,1.94,0.05
453249,0.06,-0.00,1.92,0.05
453254,0.06,-0.00,1.92,0.05
453261,0.06,0.01,1.91,0.05
453268,0.06,0.01,1.91,0.05
453273,0.06,0.01,1.91,0.05
453280,0.06,0.01,1.91,0.05
453287,0.05,0.01,1.90,0.05
453292,0.05,0.01,1.90,0.05
453299,0.05,0.01,1.90,0.05
453304,0.05,0.01,1.90,0.05
453311,0.05,0.02,1.90,0.05
453318,0.04,0.02,1.91,0.05
453323,0.04,0.02,1.91,0.05
453330,0.04,0.02,1.91,0.05
453338,0.04,0.02,1.91,0.05
453342,0.04,0.02,1.91,0.05
453349,0.04,0.01,1.92,0.05
453354,0.04,0.01,1.92,0.05
453361,0.04,0.01,1.93,0.05
453368,0.04,0.01,1.94,0.05
453373,0.04,0.01,1.94,0.05
453381,0.04,0.01,1.94,0.05
453388,0.04,0.01,1.94,0.05
453392,0.04,0.01,1.94,0.05
453399,0.04,0.01,1.94,0.05
453407,0.04,0.01,1.94,0.05
453411,0.04,0.01,1.94,0.05
453419,0.04,0.01,1.94,0.05
453424,0.04,0.01,1.94,0.05
453431,0.04,0.01,1.94,0.05
453438,0.05,0.01,1.94,0.05
453443,0.05,0.01,1.94,0.05
453450,0.05,0.01,1.93,0.05
453457,0.05,0.02,1.92,0.05
453462,0.05,0.02,1.92,0.05
453469,0.05,0.02,1.92,0.05
453474,0.05,0.02,1.92,0.05
453481,0.05,0.04,1.91,0.05
453488,0.04,0.06,1.91,0.05
453493,0.04,0.06,1.91,0.05
453500,0.05,0.06,1.91,0.05
453508,0.05,0.05,1.91,0.05
453513,0.05,0.05,1.91,0.05
453520,0.05,0.03,1.91,0.05
453524,0.05,0.03,1.91,0.05
453531,0.05,0.01,1.91,0.05
453538,0.06,0.01,1.91,0.05
453543,0.06,0.01,1.91,0.05
453551,0.06,0.01,1.92,0.05
453558,0.06,0.03,1.93,0.05
453563,0.06,0.03,1.93,0.05
453570,0.06,0.03,1.94,0.05
453577,0.06,0.03,1.96,0.05
453581,0.06,0.03,1.96,0.05
453588,0.05,0.03,1.98,0.05
453594,0.05,0.03,1.98,0.05
453601,0.05,0.01,2.00,0.05
453608,0.06,-0.00,2.03,0.05
453613,0.06,-0.00,2.03,0.05
453620,0.06,-0.01,2.05,0.05
453627,0.05,-0.01,2.06,0.05
453632,0.05,-0.01,2.06,0.05
453639,0.04,0.01,2.06,0.05
453644,0.04,0.01,2.06,0.05
453651,0.02,0.03,2.05,0.05
453658,0.00,0.06,2.01,0.05
453663,0.00,0.06,2.01,0.05
453670,-0.03,0.06,1.95,0.05
453678,-0.05,0.04,1.85,0.05
453682,-0.05,0.04,1.85,0.05
453689,-0.06,0.00,1.74,0.05
453694,-0.06,0.00,1.74,0.05
453701,-0.03,-0.10,1.63,0.05
453708,0.00,-0.22,1.52,0.05
453713,0.00,-0.22,1.52,0.05
453721,0.04,-0.38,1.43,0.05
453728,0.08,-0.54,1.34,0.05
453733,0.08,-0.54,1.34,0.05
453740,0.13,-0.67,1.26,0.05
453747,0.19,-0.79,1.18,0.05
453751,0.19,-0.79,1.18,0.05
453758,0.28,-0.90,1.10,0.05
453764,0.28,-0.90,1.10,0.05
453771,0.38,-1.02,1.02,0.05
453778,0.50,-1.12,0.95,0.05
453783,0.50,-1.12,0.95,0.05
453790,0.63,-1.21,0.88,0.05
453797,0.76,-1.30,0.82,0.05
453801,0.76,-1.30,0.82,0.05
453810,0.89,-1.38,0.79,0.05
453814,0.89,-1.38,0.79,0.05
453821,1.00,-1.47,0.76,0.05
453828,1.12,-1.57,0.75,0.05
453833,1.12,-1.57,0.75,0.05
453840,1.24,-1.70,0.76,0.05
453848,1.36,-1.87,0.79,0.05
453853,1.36,-1.87,0.79,0.05
453860,1.49,-2.07,0.85,0.05
453867,1.61,-2.31,0.91,0.05
453872,1.61,-2.31,0.91,0.05
453879,1.72,-2.55,0.99,0.05
453883,1.72,-2.55,0.99,0.05
453891,1.84,-2.77,1.07,0.05
453898,1.96,-2.99,1.16,0.05
453903,1.96,-2.99,1.16,0.05
453910,2.07,-3.19,1.24,0.05
453917,2.15,-3.41,1.33,0.05
453922,2.15,-3.41,1.33,0.05
453929,2.23,-3.64,1.40,0.05
453934,2.23,-3.64,1.40,0.05
453942,2.31,-3.88,1.46,0.05
453948,2.39,-4.13,1.51,0.05
453953,2.39,-4.13,1.51,0.05
453960,2.46,-4.39,1.55,0.05
453967,2.53,-4.65,1.58,0.05
453972,2.53,-4.65,1.58,0.05
453980,2.58,-4.88,1.59,0.05
453987,2.63,-5.10,1.59,0.05
453992,2.63,-5.10,1.59,0.05
453999,2.66,-5.30,1.58,0.08
454004,2.66,-5.30,1.58,0.05
454011,2.67,-5.48,1.57,0.05
454019,2.66,-5.66,1.56,0.05
454023,2.66,-5.66,1.56,0.05
454030,2.65,-5.85,1.54,0.05
454037,2.62,-6.03,1.51,0.05
454042,2.62,-6.03,1.51,0.05
454049,2.58,-6.21,1.48,0.05
454054,2.58,-6.21,1.48,0.05
454062,2.53,-6.38,1.45,0.05
454069,2.47,-6.55,1.42,0.05
454074,2.47,-6.55,1.42,0.05
454081,2.39,-6.70,1.38,0.05
454088,2.29,-6.85,1.34,0.05
454092,2.29,-6.85,1.34,0.05
454099,2.18,-6.98,1.29,0.05
454107,2.08,-7.10,1.23,0.05
454112,2.08,-7.10,1.23,0.05
454119,1.98,-7.22,1.17,0.05
454124,1.98,-7.22,1.17,0.05
454131,1.89,-7.33,1.12,0.05
454138,1.81,-7.45,1.06,0.05
454144,1.81,-7.45,1.06,0.05
454151,1.73,-7.58,1.01,0.05
454158,1.64,-7.70,0.97,0.05
454162,1.64,-7.70,0.97,0.05
454170,1.56,-7.83,0.93,0.05
454177,1.49,-7.94,0.89,0.05
454181,1.49,-7.94,0.89,0.05
454189,1.43,-8.05,0.86,0.05
454194,1.43,-8.05,0.86,0.05
454201,1.38,-8.15,0.84,0.05
454208,1.34,-8.26,0.83,0.05
454213,1.34,-8.26,0.83,0.05
454220,1.31,-8.38,0.82,0.05
454227,1.29,-8.50,0.82,0.05
454233,1.29,-8.50,0.82,0.05
454240,1.27,-8.63,0.83,0.05
454244,1.27,-8.63,0.83,0.05
454251,1.25,-8.76,0.85,0.05
454258,1.26,-8.90,0.87,0.05
454263,1.26,-8.90,0.87,0.05
454270,1.25,-9.04,0.91,0.05
454278,1.26,-9.20,0.95,0.05
454283,1.26,-9.20,0.95,0.05
454290,1.27,-9.37,0.99,0.05
454297,1.28,-9.54,1.04,0.05
454302,1.28,-9.54,1.04,0.05
454309,1.29,-9.71,1.09,0.05
454313,1.29,-9.71,1.09,0.05
454321,1.30,-9.89,1.13,0.05
454328,1.32,-10.05,1.18,0.05
454333,1.32,-10.05,1.18,0.05
454340,1.32,-10.21,1.22,0.10
454347,1.32,-10.37,1.25,0.05
454352,1.32,-10.37,1.25,0.05
454360,1.33,-10.52,1.28,0.05
454367,1.33,-10.69,1.31,0.05
454372,1.33,-10.69,1.31,0.05
454379,1.33,-10.86,1.34,0.05
454384,1.33,-10.86,1.34,0.05
454391,1.33,-11.04,1.36,0.05
454398,1.31,-11.22,1.37,0.05
454404,1.31,-11.22,1.37,0.05
454411,1.29,-11.39,1.37,0.05
454418,1.26,-11.56,1.37,0.05
454423,1.26,-11.56,1.37,0.05
454430,1.24,-11.73,1.36,0.05
454437,1.22,-11.90,1.34,0.05
454443,1.22,-11.90,1.34,0.05
454450,1.20,-12.07,1.32,0.05
454454,1.20,-12.07,1.32,0.05
454462,1.16,-12.26,1.30,0.05
454469,1.12,-12.45,1.27,0.05
454473,1.12,-12.45,1.27,0.05
454480,1.08,-12.63,1.23,0.05
454489,1.03,-12.79,1.19,0.05
454493,1.03,-12.79,1.19,0.05
454500,0.97,-12.94,1.14,0.05
454507,0.92,-13.08,1.09,0.05
454512,0.92,-13.08,1.09,0.05
454519,0.87,-13.22,1.03,0.05
454524,0.87,-13.22,1.03,0.08
454532,0.83,-13.35,0.97,0.05
454539,0.80,-13.50,0.92,0.05
454544,0.80,-13.50,0.92,0.05
454551,0.77,-13.64,0.87,0.05
454558,0.73,-13.75,0.82,0.05
454563,0.73,-13.75,0.82,0.05
454571,0.70,-13.88,0.76,0.05
454578,0.69,-14.00,0.71,0.05
454583,0.69,-14.00,0.71,0.05
454590,0.69,-14.13,0.66,0.05
454597,0.69,-14.26,0.63,0.05
454602,0.69,-14.26,0.63,0.05
454609,0.69,-14.39,0.60,0.05
454615,0.69,-14.39,0.60,0.05
454622,0.70,-14.52,0.57,0.05
454629,0.70,-14.65,0.57,0.05
454634,0.70,-14.65,0.57,0.05
454641,0.71,-14.77,0.56,0.05
454648,0.73,-14.88,0.58,0.05
454653,0.73,-14.88,0.58,0.05
454661,0.75,-15.00,0.60,0.05
454668,0.76,-15.11,0.64,0.05
454673,0.76,-15.11,0.64,0.05
454680,0.79,-15.21,0.68,0.05
454687,0.81,-15.31,0.73,0.05
454692,0.81,-15.31,0.73,0.05
454700,0.83,-15.40,0.79,0.05
454707,0.85,-15.50,0.84,0.05
454712,0.85,-15.50,0.84,0.05
454719,0.88,-15.62,0.89,0.05
454724,0.88,-15.62,0.89,0.05
454731,0.92,-15.74,0.94,0.05
454738,0.97,-15.85,0.98,0.05
454744,0.97,-15.85,0.98,0.05
454751,1.03,-15.96,1.01,0.05
454758,1.09,-16.05,1.04,0.05
454763,1.09,-16.05,1.04,0.05
454770,1.16,-16.15,1.06,0.05
454778,1.23,-16.24,1.07,0.05
454782,1.23,-16.24,1.07,0.05
454790,1.30,-16.34,1.08,0.05
454798,1.37,-16.44,1.09,0.05
454802,1.37,-16.44,1.09,0.05
454810,1.43,-16.54,1.10,0.05
454817,1.48,-16.65,1.09,0.05
454821,1.48,-16.65,1.09,0.05
454830,1.52,-16.76,1.09,0.05
454834,1.52,-16.76,1.09,0.05
454842,1.56,-16.86,1.09,0.05
454849,1.59,-16.96,1.08,0.05
454854,1.59,-16.96,1.08,0.05
454861,1.62,-17.05,1.08,0.05
454868,1.64,-17.14,1.07,0.05
454874,1.64,-17.14,1.07,0.05
454881,1.66,-17.24,1.06,0.05
454888,1.68,-17.33,1.05,0.05
454893,1.68,-17.33,1.05,0.05
454900,1.67,-17.43,1.04,0.05
454907,1.66,-17.52,1.03,0.05
454913,1.66,-17.52,1.03,0.05
454920,1.66,-17.61,1.01,0.05
454925,1.66,-17.61,1.01,0.05
454932,1.65,-17.70,1.00,0.05
454939,1.65,-17.78,1.00,0.05
454944,1.65,-17.78,1.00,0.05
454951,1.64,-17.88,1.00,0.05
454959,1.64,-17.96,0.99,0.05
454964,1.64,-17.96,0.99,0.05
454971,1.65,-18.05,0.98,0.05
454978,1.66,-18.13,0.97,0.05
454983,1.66,-18.13,0.97,0.05
454990,1.68,-18.21,0.96,0.05
454999,1.70,-18.29,0.94,0.05
455003,1.70,-18.29,0.94,0.05
455010,1.73,-18.37,0.92,0.05
455018,1.75,-18.45,0.91,0.05
455022,1.75,-18.45,0.91,0.05
455030,1.78,-18.52,0.90,0.05
455037,1.80,-18.60,0.90,0.05
455042,1.80,-18.60,0.90,0.05
455050,1.81,-18.67,0.90,0.05
455054,1.81,-18.67,0.90,0.05
455062,1.81,-18.73,0.89,0.05
455069,1.82,-18.81,0.89,0.05
455073,1.82,-18.81,0.89,0.05
455081,1.81,-18.88,0.90,0.05
455089,1.81,-18.95,0.90,0.05
455094,1.81,-18.95,0.90,0.05
455101,1.79,-19.02,0.91,0.05
455108,1.78,-19.07,0.92,0.05
455113,1.78,-19.07,0.92,0.05
455120,1.78,-19.12,0.93,0.05
455128,1.77,-19.15,0.94,0.05
455133,1.77,-19.15,0.94,0.05
455140,1.76,-19.18,0.96,0.05
455147,1.76,-19.22,0.97,0.05
455152,1.76,-19.22,0.97,0.05
455159,1.76,-19.25,0.98,0.05
455164,1.76,-19.25,0.98,0.05
455172,1.77,-19.29,0.99,0.05
455179,1.79,-19.33,1.01,0.05
455184,1.79,-19.33,1.01,0.05
455191,1.82,-19.38,1.01,0.05
455199,1.84,-19.43,1.03,0.05
455203,1.84,-19.43,1.03,0.05
455212,1.87,-19.48,1.05,0.05
455219,1.91,-19.53,1.07,0.05
455223,1.91,-19.53,1.07,0.05
455231,1.93,-19.56,1.09,0.05
455238,1.95,-19.60,1.11,0.05
455242,1.95,-19.60,1.11,0.05
455250,1.97,-19.63,1.13,0.05
455258,1.98,-19.66,1.14,0.05
455263,1.98,-19.66,1.14,0.05
455270,1.99,-19.69,1.16,0.05
455275,1.99,-19.69,1.16,0.05
455282,2.00,-19.72,1.18,0.05
455289,2.02,-19.75,1.20,0.05
455294,2.02,-19.75,1.20,0.05
455302,2.02,-19.79,1.23,0.05
455309,2.03,-19.84,1.25,0.05
455314,2.03,-19.84,1.25,0.05
455321,2.03,-19.89,1.28,0.05
455328,2.03,-19.95,1.31,0.05
455333,2.03,-19.95,1.31,0.05
455341,2.03,-20.01,1.33,0.05
455348,2.03,-20.05,1.35,0.05
455353,2.03,-20.05,1.35,0.05
455360,2.03,-20.09,1.35,0.05
455367,2.04,-20.12,1.37,0.05
455372,2.04,-20.12,1.37,0.05
455379,2.06,-20.15,1.37,0.05
455385,2.06,-20.15,1.37,0.05
455392,2.09,-20.17,1.37,0.08
455399,2.11,-20.20,1.38,0.05
455404,2.11,-20.20,1.38,0.05
455411,2.14,-20.23,1.39,0.05
455418,2.15,-20.26,1.40,0.05
455424,2.15,-20.26,1.40,0.05
455431,2.16,-20.29,1.41,0.05
455439,2.17,-20.31,1.42,0.05
455443,2.17,-20.31,1.42,0.05
455451,2.18,-20.31,1.43,0.05
455458,2.19,-20.31,1.45,0.05
455462,2.19,-20.31,1.45,0.05
455471,2.22,-20.31,1.47,0.05
455478,2.24,-20.31,1.50,0.05
455483,2.24,-20.31,1.50,0.05
455490,2.26,-20.33,1.53,0.05
455497,2.28,-20.35,1.57,0.05
455502,2.28,-20.35,1.57,0.05
455510,2.30,-20.38,1.61,0.05
455515,2.30,-20.38,1.61,0.05
455522,2.31,-20.41,1.66,0.05
455529,2.32,-20.43,1.70,0.05
455534,2.32,-20.43,1.70,0.05
455541,2.33,-20.44,1.73,0.05
455548,2.32,-20.43,1.77,0.05
455554,2.32,-20.43,1.77,0.05
455561,2.31,-20.42,1.81,0.05
455568,2.29,-20.41,1.83,0.05
455573,2.29,-20.41,1.83,0.05
455580,2.27,-20.40,1.86,0.05
455587,2.25,-20.39,1.88,0.05
455592,2.25,-20.39,1.88,0.05
455600,2.23,-20.39,1.88,0.05
455607,2.21,-20.39,1.88,0.05
455612,2.21,-20.39,1.88,0.05
455619,2.21,-20.39,1.86,0.05
455624,2.21,-20.39,1.86,0.05
455631,2.20,-20.39,1.85,0.05
455640,2.21,-20.39,1.83,0.05
455644,2.21,-20.39,1.83,0.05
455652,2.22,-20.39,1.80,0.05
455659,2.23,-20.39,1.78,0.05
455663,2.23,-20.39,1.78,0.05
455671,2.23,-20.39,1.75,0.05
455678,2.24,-20.38,1.71,0.05
455683,2.24,-20.38,1.71,0.05
455691,2.24,-20.36,1.68,0.05
455698,2.25,-20.34,1.65,0.05
455703,2.25,-20.34,1.65,0.05
455710,2.25,-20.32,1.63,0.05
455717,2.24,-20.30,1.62,0.05
455723,2.24,-20.30,1.62,0.05
455730,2.22,-20.28,1.61,0.05
455735,2.22,-20.28,1.61,0.05
455742,2.20,-20.27,1.61,0.05
455749,2.18,-20.26,1.63,0.05
455754,2.18,-20.26,1.63,0.05
455761,2.15,-20.26,1.64,0.05
455769,2.14,-20.26,1.65,0.05
455774,2.14,-20.26,1.65,0.05
455781,2.14,-20.26,1.67,0.05
455788,2.13,-20.27,1.69,0.05
455793,2.13,-20.27,1.69,0.05
455800,2.14,-20.26,1.70,0.05
455808,2.15,-20.24,1.72,0.05
455813,2.15,-20.24,1.72,0.05
455820,2.16,-20.22,1.74,0.05
455827,2.19,-20.19,1.75,0.05
455832,2.19,-20.19,1.75,0.05
455839,2.22,-20.17,1.75,0.05
455844,2.22,-20.17,1.75,0.05
455852,2.24,-20.14,1.76,0.05
455860,2.27,-20.13,1.77,0.05
455864,2.27,-20.13,1.77,0.05
455871,2.30,-20.13,1.78,0.05
455879,2.32,-20.14,1.78,0.05
455883,2.32,-20.14,1.78,0.05
455891,2.35,-20.15,1.79,0.05
455899,2.36,-20.16,1.80,0.05
455903,2.36,-20.16,1.80,0.05
455911,2.38,-20.16,1.81,0.05
455918,2.40,-20.16,1.81,0.05
455922,2.40,-20.16,1.81,0.05
455930,2.43,-20.15,1.81,0.05
455938,2.44,-20.12,1.82,0.05
455943,2.44,-20.12,1.82,0.05
455950,2.47,-20.08,1.82,0.05
455955,2.47,-20.08,1.82,0.05
455962,2.50,-20.04,1.81,0.05
455969,2.53,-20.00,1.82,0.05
455974,2.53,-20.00,1.82,0.05
455982,2.56,-19.98,1.82,0.05
455989,2.61,-19.95,1.82,0.05
455994,2.61,-19.95,1.82,0.05
456001,2.67,-19.92,1.81,0.05
456008,2.73,-19.90,1.82,0.05
456013,2.73,-19.90,1.82,0.05
456020,2.80,-19.87,1.82,0.05
456028,2.88,-19.84,1.83,0.05
456033,2.88,-19.84,1.83,0.05
456040,2.96,-19.80,1.84,0.05
456047,3.04,-19.76,1.86,0.05
456052,3.04,-19.76,1.86,0.05
456059,3.13,-19.72,1.88,0.05
456065,3.13,-19.72,1.88,0.05
456072,3.22,-19.68,1.90,0.05
456079,3.31,-19.64,1.92,0.05
456084,3.31,-19.64,1.92,0.05
456091,3.41,-19.61,1.96,0.05
456099,3.50,-19.57,1.99,0.05
456103,3.50,-19.57,1.99,0.05
456111,3.60,-19.54,2.03,0.05
456119,3.70,-19.51,2.09,0.05
456123,3.70,-19.51,2.09,0.05
456130,3.79,-19.48,2.14,0.05
456138,3.88,-19.46,2.20,0.05
456142,3.88,-19.46,2.20,0.05
456150,3.97,-19.44,2.26,0.05
456158,4.05,-19.42,2.32,0.05
456162,4.05,-19.42,2.32,0.05
456170,4.12,-19.40,2.38,0.05
456174,4.12,-19.40,2.38,0.05
456182,4.20,-19.38,2.44,0.05
456189,4.26,-19.36,2.50,0.05
456194,4.26,-19.36,2.50,0.05
456202,4.33,-19.33,2.56,0.05
456209,4.39,-19.29,2.61,0.05
456214,4.39,-19.29,2.61,0.05
456221,4.46,-19.24,2.65,0.05
456228,4.53,-19.20,2.68,0.05
456233,4.53,-19.20,2.68,0.05
456241,4.62,-19.15,2.71,0.05
456248,4.71,-19.10,2.74,0.05
456253,4.71,-19.10,2.74,0.05
456260,4.81,-19.07,2.76,0.05
456265,4.81,-19.07,2.76,0.05
456272,4.89,-19.04,2.78,0.05
456280,4.98,-19.02,2.80,0.05
456285,4.98,-19.02,2.80,0.05
456292,5.06,-19.00,2.82,0.05
456299,5.13,-18.96,2.83,0.05
456304,5.13,-18.96,2.83,0.05
456311,5.20,-18.91,2.83,0.05
456318,5.26,-18.86,2.83,0.05
456324,5.26,-18.86,2.83,0.05
456331,5.32,-18.79,2.84,0.05
456338,5.37,-18.72,2.85,0.05
456343,5.37,-18.72,2.85,0.05
456350,5.42,-18.65,2.86,0.05
456357,5.45,-18.58,2.87,0.05
456363,5.45,-18.58,2.87,0.05
456370,5.49,-18.51,2.89,0.05
456375,5.49,-18.51,2.89,0.05
456382,5.52,-18.44,2.89,0.05
456389,5.54,-18.37,2.91,0.05
456394,5.54,-18.37,2.91,0.05
456401,5.57,-18.28,2.91,0.05
456409,5.58,-18.19,2.92,0.05
456414,5.58,-18.19,2.92,0.05
456421,5.60,-18.08,2.93,0.08
456428,5.63,-17.96,2.92,0.05
456433,5.63,-17.96,2.92,0.05
456440,5.66,-17.84,2.92,0.05
456448,5.70,-17.70,2.93,0.05
456453,5.70,-17.70,2.93,0.05
456460,5.75,-17.56,2.92,0.05
456468,5.81,-17.42,2.92,0.05
456472,5.81,-17.42,2.92,0.05
456480,5.87,-17.28,2.93,0.05
456484,5.87,-17.28,2.93,0.05
456493,5.93,-17.14,2.93,0.05
456500,5.98,-17.00,2.94,0.05
456504,5.98,-17.00,2.94,0.05
456512,6.03,-16.85,2.95,0.10
456519,6.06,-16.68,2.96,0.05
456523,6.06,-16.68,2.96,0.05
456531,6.09,-16.49,2.96,0.05
456539,6.11,-16.29,2.97,0.05
456543,6.11,-16.29,2.97,0.05
456551,6.13,-16.08,2.96,0.05
456558,6.15,-15.86,2.95,0.05
456563,6.15,-15.86,2.95,0.05
456570,6.18,-15.62,2.94,0.08
456578,6.22,-15.38,2.94,0.05
456583,6.22,-15.38,2.94,0.05
456590,6.27,-15.13,2.93,0.05
456595,6.27,-15.13,2.93,0.05
456602,6.31,-14.88,2.92,0.05
456609,6.36,-14.63,2.91,0.05
456614,6.36,-14.63,2.91,0.05
456622,6.40,-14.39,2.88,0.05
456629,6.42,-14.13,2.84,0.05
456634,6.42,-14.13,2.84,0.05
456641,6.46,-13.86,2.78,0.05
456648,6.50,-13.57,2.72,0.05
456653,6.50,-13.57,2.72,0.05
456660,6.54,-13.27,2.65,0.05
456668,6.58,-12.98,2.57,0.05
456673,6.58,-12.98,2.57,0.05
456680,6.63,-12.68,2.50,0.05
456684,6.63,-12.68,2.50,0.05
456692,6.68,-12.38,2.43,0.05
456699,6.73,-12.07,2.36,0.05
456704,6.73,-12.07,2.36,0.05
456711,6.80,-11.76,2.30,0.05
456718,6.85,-11.45,2.25,0.05
456723,6.85,-11.45,2.25,0.05
456730,6.89,-11.14,2.20,0.05
456737,6.93,-10.83,2.15,0.05
456742,6.93,-10.83,2.15,0.05
456750,6.98,-10.54,2.10,0.05
456755,6.98,-10.54,2.10,0.05
456762,7.02,-10.25,2.05,0.05
456769,7.08,-9.96,2.00,0.10
456774,7.08,-9.96,2.00,0.05
456781,7.16,-9.68,1.96,0.05
456788,7.24,-9.40,1.94,0.05
456793,7.24,-9.40,1.94,0.05
456801,7.34,-9.12,1.93,0.05
456808,7.44,-8.85,1.93,0.05
456812,7.44,-8.85,1.93,0.05
456820,7.55,-8.59,1.95,0.05
456824,7.55,-8.59,1.95,0.05
