Time,Roll,Pitch,Yaw,R1,R2,R3,R4,Voltage
169155,0.80,-2.84,27.26,1150.00,1149.98,1150.00,1150.02,10.91
169165,0.66,-2.84,27.34,1150.00,1149.98,1150.00,1150.02,11.21
169177,0.54,-2.83,27.42,1150.00,1149.98,1150.00,1150.02,11.11
169190,0.25,-2.77,27.57,1150.01,1149.96,1149.99,1150.04,11.11
169201,0.13,-2.75,27.65,1150.00,1149.98,1150.00,1150.02,10.96
169212,-0.00,-2.73,27.72,1150.00,1149.98,1150.00,1150.02,10.96
169223,-0.13,-2.73,27.79,1150.00,1149.98,1150.00,1150.02,10.88
169234,-0.23,-2.72,27.85,1150.00,1149.99,1150.00,1150.01,10.96
169245,-0.36,-2.69,27.92,1150.00,1149.98,1150.00,1150.02,11.16
169256,-0.47,-2.66,27.98,1150.00,1149.98,1150.00,1150.02,11.09
169270,-0.68,-2.53,28.09,1150.01,1149.97,1149.99,1150.03,11.01
169280,-0.74,-2.48,28.14,1150.01,1149.99,1149.99,1150.01,11.16
169291,-0.79,-2.39,28.20,1150.01,1149.99,1149.99,1150.01,10.86
169303,-0.83,-2.32,28.24,1150.01,1149.99,1149.99,1150.01,10.91
169314,-0.82,-2.24,28.29,1150.01,1150.00,1149.99,1150.00,11.19
169325,-0.81,-2.15,28.34,1150.01,1150.00,1149.99,1150.00,11.11
169335,-0.75,-2.06,28.39,1150.01,1150.01,1149.99,1149.99,11.11
169347,-0.67,-1.97,28.44,1150.01,1150.01,1149.99,1149.99,11.04
169360,-0.49,-1.79,28.53,1150.02,1150.02,1149.98,1149.98,11.06
169371,-0.36,-1.70,28.57,1150.01,1150.02,1149.99,1149.98,11.09
169382,-0.25,-1.61,28.62,1150.01,1150.02,1149.99,1149.98,11.16
169394,-0.09,-1.53,28.66,1150.01,1150.02,1149.99,1149.98,11.14
169404,0.05,-1.42,28.70,1150.01,1150.02,1149.99,1149.98,10.96
169415,0.20,-1.31,28.73,1150.01,1150.02,1149.99,1149.98,10.96
169426,0.37,-1.21,28.76,1150.01,1150.02,1149.99,1149.98,10.91
169440,0.63,-0.97,28.83,1150.03,1150.04,1149.97,1149.96,11.06
169451,0.76,-0.85,28.85,1150.02,1150.02,1149.98,1149.98,11.11
169462,0.84,-0.73,28.88,1150.02,1150.01,1149.98,1149.99,10.96
169473,0.94,-0.65,28.90,1150.01,1150.01,1149.99,1149.99,10.91
169484,1.02,-0.55,28.92,1150.01,1150.01,1149.99,1149.99,10.96
169495,1.06,-0.46,28.94,1150.01,1150.01,1149.99,1149.99,10.99
169506,1.12,-0.40,28.97,1150.01,1150.01,1149.99,1149.99,10.91
169520,1.19,-0.28,29.01,1150.02,1150.01,1149.98,1149.99,10.99
169531,1.23,-0.24,29.03,1150.00,1150.01,1150.00,1149.99,11.16
169541,1.22,-0.22,29.05,1150.00,1150.00,1150.00,1150.00,11.11
169552,1.22,-0.21,29.07,1150.00,1150.00,1150.00,1150.00,10.96
169564,1.22,-0.22,29.10,1150.00,1150.00,1150.00,1150.00,11.19
169575,1.19,-0.22,29.12,1150.00,1150.00,1150.00,1150.00,10.88
169586,1.17,-0.25,29.14,1150.00,1150.00,1150.00,1150.00,11.11
169596,1.13,-0.26,29.17,1150.00,1150.00,1150.00,1150.00,11.09
169610,1.02,-0.30,29.22,1149.99,1149.99,1150.01,1150.01,10.96
169621,0.93,-0.30,29.25,1150.00,1149.99,1150.00,1150.01,10.88
169632,0.85,-0.31,29.27,1150.00,1149.99,1150.00,1150.01,11.19
169644,0.78,-0.30,29.30,1150.00,1149.99,1150.00,1150.01,11.14
169655,0.68,-0.27,29.33,1150.00,1149.99,1150.00,1150.01,11.09
169665,0.61,-0.26,29.36,1150.00,1149.99,1150.00,1150.01,11.16
169676,0.52,-0.22,29.38,1150.00,1149.99,1150.00,1150.01,10.88
169690,0.32,-0.17,29.44,1150.01,1149.97,1149.99,1150.03,10.99
169701,0.22,-0.16,29.46,1150.00,1149.99,1150.00,1150.01,10.91
169712,0.13,-0.16,29.49,1150.00,1149.99,1150.00,1150.01,10.96
169723,0.09,-0.21,29.52,1149.99,1149.99,1150.01,1150.01,11.11
169734,0.01,-0.25,29.55,1150.00,1149.99,1150.01,1150.01,10.94
169745,-0.04,-0.30,29.57,1149.99,1149.99,1150.01,1150.01,10.94
169756,-0.10,-0.36,29.60,1149.99,1149.99,1150.01,1150.01,11.06
169769,-0.29,-0.46,29.65,1149.99,1149.97,1150.01,1150.03,11.04
169781,-0.38,-0.49,29.67,1150.00,1149.99,1150.00,1150.01,11.14
169791,-0.50,-0.52,29.69,1150.00,1149.98,1150.00,1150.02,10.88
169802,-0.59,-0.57,29.71,1149.99,1149.99,1150.01,1150.01,10.94
169814,-0.73,-0.59,29.73,1150.00,1149.98,1150.00,1150.02,11.16
169825,-0.87,-0.62,29.75,1150.00,1149.98,1150.00,1150.02,11.06
169836,-1.00,-0.65,29.77,1149.99,1149.98,1150.01,1150.02,10.94
169847,-1.17,-0.66,29.78,1150.00,1149.98,1150.00,1150.02,11.04
169860,-1.47,-0.69,29.81,1150.00,1149.96,1150.00,1150.04,11.11
169871,-1.64,-0.68,29.83,1150.00,1149.98,1150.00,1150.02,10.88
169882,-1.76,-0.70,29.84,1150.00,1149.98,1150.00,1150.02,10.99
169893,-1.89,-0.72,29.85,1150.00,1149.98,1150.00,1150.02,10.91
169905,-2.04,-0.75,29.86,1150.00,1149.98,1150.00,1150.02,11.06
169916,-2.15,-0.81,29.87,1149.99,1149.98,1150.01,1150.02,10.94
169927,-2.29,-0.86,29.88,1149.99,1149.98,1150.01,1150.02,10.91
169939,-2.49,-0.97,29.89,1149.98,1149.97,1150.02,1150.03,11.09
169951,-2.59,-1.03,29.90,1149.99,1149.98,1150.01,1150.02,11.11
169962,-2.67,-1.10,29.90,1149.99,1149.99,1150.01,1150.01,11.19
169973,-2.73,-1.17,29.91,1149.99,1149.99,1150.01,1150.01,10.88
169985,-2.80,-1.23,29.91,1149.99,1149.99,1150.01,1150.01,10.94
169996,-2.83,-1.29,29.91,1149.99,1149.99,1150.01,1150.01,11.14
170006,-2.85,-1.34,29.91,1149.99,1150.00,1150.01,1150.00,11.06
170019,-2.82,-1.38,29.91,1149.99,1150.00,1150.01,1150.00,11.16
170031,-2.81,-1.35,29.91,1150.00,1150.00,1150.00,1150.00,10.94
170042,-2.76,-1.33,29.90,1150.00,1150.00,1150.00,1150.00,11.09
170053,-2.67,-1.30,29.90,1150.00,1150.01,1150.00,1149.99,11.11
170064,-2.61,-1.26,29.89,1150.00,1150.01,1150.00,1149.99,11.16
170076,-2.51,-1.25,29.89,1150.00,1150.01,1150.00,1149.99,10.86
170086,-2.40,-1.24,29.88,1150.00,1150.01,1150.00,1149.99,11.09
170099,-2.15,-1.20,29.86,1150.00,1150.03,1150.00,1149.97,11.16
170110,-2.03,-1.17,29.85,1150.00,1150.02,1150.00,1149.98,10.91
170122,-1.92,-1.14,29.84,1150.00,1150.01,1150.00,1149.99,11.09
170133,-1.78,-1.10,29.82,1150.00,1150.02,1150.00,1149.98,10.96
170144,-1.67,-1.06,29.80,1150.00,1150.02,1150.00,1149.98,11.11
170155,-1.54,-1.06,29.78,1150.00,1150.02,1150.00,1149.98,10.86
170166,-1.37,-1.08,29.76,1150.00,1150.02,1150.00,1149.98,10.96
170177,-1.22,-1.11,29.74,1150.00,1150.02,1150.00,1149.98,11.14
170190,-0.84,-1.25,29.69,1149.98,1150.05,1150.02,1149.95,10.94
170202,-0.69,-1.34,29.66,1149.99,1150.02,1150.01,1149.98,11.14
170213,-0.49,-1.45,29.63,1149.98,1150.03,1150.02,1149.97,11.16
170223,-0.31,-1.55,29.60,1149.99,1150.02,1150.01,1149.98,11.09
170234,-0.13,-1.65,29.56,1149.99,1150.02,1150.01,1149.98,10.91
170246,0.09,-1.75,29.52,1149.99,1150.03,1150.01,1149.97,11.14
170257,0.28,-1.83,29.49,1149.99,1150.03,1150.01,1149.97,10.88
170270,0.72,-1.98,29.40,1149.98,1150.06,1150.02,1149.94,11.26
170280,0.89,-2.02,29.35,1149.99,1150.02,1150.01,1149.98,10.94
170292,1.01,-2.08,29.30,1149.99,1150.02,1150.01,1149.98,10.88
170303,1.06,-2.12,29.24,1149.99,1150.01,1150.01,1149.99,10.91
170314,1.06,-2.13,29.18,1150.00,1150.00,1150.00,1150.00,10.94
170324,1.09,-2.13,29.10,1150.00,1150.00,1150.00,1150.00,11.06
170336,1.09,-2.12,29.01,1150.00,1150.00,1150.00,1150.00,11.11
170347,1.10,-2.12,28.92,1150.00,1150.00,1150.00,1150.00,10.99
170360,1.20,-2.07,28.72,1150.01,1150.01,1149.99,1149.99,11.09
170371,1.25,-2.06,28.61,1150.00,1150.01,1150.00,1149.99,11.09
170382,1.26,-2.09,28.48,1150.00,1150.00,1150.00,1150.00,11.16
170393,1.23,-2.10,28.35,1150.00,1150.00,1150.00,1150.00,11.09
170404,1.26,-2.14,28.20,1149.99,1150.00,1150.01,1150.00,11.06
170415,1.31,-2.16,28.04,1150.00,1150.01,1150.00,1149.99,10.96
170426,1.39,-2.18,27.88,1150.00,1150.01,1150.00,1149.99,10.88
170437,1.56,-2.19,27.72,1150.00,1150.02,1150.00,1149.98,10.88
170449,2.00,-2.18,27.41,1150.00,1150.06,1150.00,1149.94,10.99
170461,2.33,-2.19,27.25,1150.00,1150.05,1150.00,1149.95,10.91
170472,2.66,-2.22,27.09,1150.00,1150.05,1150.00,1149.95,10.88
170483,3.03,-2.26,26.94,1149.99,1150.05,1150.01,1149.95,11.16
170493,3.41,-2.30,26.78,1149.99,1150.05,1150.01,1149.95,10.94
170505,3.76,-2.33,26.62,1149.99,1150.05,1150.01,1149.95,10.88
170516,4.11,-2.38,26.45,1149.99,1150.05,1150.01,1149.95,11.16
170527,4.45,-2.42,26.28,1149.99,1150.05,1150.01,1149.95,10.91
170540,5.06,-2.55,25.90,1149.98,1150.08,1150.02,1149.92,11.11
170551,5.31,-2.61,25.70,1149.99,1150.04,1150.01,1149.96,10.94
170562,5.53,-2.67,25.49,1149.99,1150.03,1150.01,1149.97,10.99
170572,5.71,-2.74,25.27,1149.99,1150.03,1150.01,1149.97,11.09
170584,5.79,-2.78,25.03,1149.99,1150.01,1150.01,1149.99,10.96
170595,5.83,-2.83,24.78,1149.99,1150.01,1150.01,1149.99,10.91
170606,5.82,-2.82,24.52,1150.00,1150.00,1150.00,1150.00,11.09
170616,5.76,-2.78,24.26,1150.00,1150.00,1150.00,1150.00,11.21
170630,5.63,-2.64,23.71,1150.02,1149.99,1149.98,1150.01,11.01
170641,5.56,-2.55,23.44,1150.01,1149.99,1149.99,1150.01,11.09
170651,5.53,-2.46,23.18,1150.01,1150.00,1149.99,1150.00,11.14
170662,5.50,-2.33,22.93,1150.02,1150.00,1149.98,1150.00,10.94
170674,5.51,-2.21,22.70,1150.01,1150.00,1149.99,1150.00,10.86
170685,5.53,-2.10,22.48,1150.01,1150.01,1149.99,1149.99,10.94
170695,5.52,-2.01,22.27,1150.01,1150.00,1149.99,1150.00,10.94
170706,5.49,-1.94,22.05,1150.01,1150.00,1149.99,1150.00,10.88
170720,5.41,-1.83,21.62,1150.01,1149.99,1149.99,1150.01,11.14
170731,5.39,-1.77,21.40,1150.01,1150.00,1149.99,1150.00,10.94
170741,5.36,-1.70,21.19,1150.01,1150.00,1149.99,1150.00,11.01
170753,5.32,-1.62,20.97,1150.01,1150.00,1149.99,1150.00,11.11
170764,5.31,-1.56,20.76,1150.01,1150.00,1149.99,1150.00,11.14
170775,5.30,-1.50,20.56,1150.01,1150.00,1149.99,1150.00,11.06
170785,5.28,-1.47,20.35,1150.00,1150.00,1150.00,1150.00,10.91
170797,5.25,-1.47,20.14,1150.00,1150.00,1150.00,1150.00,11.14
170810,5.12,-1.51,19.69,1149.99,1149.99,1150.01,1150.01,11.16
170821,5.06,-1.54,19.47,1150.00,1149.99,1150.00,1150.01,11.09
170831,4.99,-1.55,19.24,1150.00,1149.99,1150.00,1150.01,10.94
170843,4.94,-1.59,19.02,1149.99,1150.00,1150.01,1150.00,10.88
170854,4.88,-1.62,18.81,1149.99,1149.99,1150.01,1150.01,10.91
170865,4.83,-1.67,18.60,1149.99,1150.00,1150.01,1150.00,11.14
170875,4.80,-1.74,18.40,1149.99,1150.00,1150.01,1150.00,11.09
170887,4.73,-1.83,18.20,1149.99,1149.99,1150.01,1150.01,11.11
170900,4.52,-2.10,17.75,1149.96,1149.97,1150.04,1150.03,11.16
170911,4.38,-2.22,17.51,1149.98,1149.98,1150.02,1150.02,10.88
170923,4.26,-2.34,17.26,1149.98,1149.99,1150.02,1150.01,10.91
170934,4.14,-2.44,17.02,1149.99,1149.99,1150.01,1150.01,11.16
170944,4.02,-2.53,16.78,1149.99,1149.99,1150.01,1150.01,10.91
170955,3.92,-2.62,16.53,1149.99,1149.99,1150.01,1150.01,10.88
170967,3.83,-2.71,16.30,1149.99,1149.99,1150.01,1150.01,11.16
170980,3.66,-2.90,15.81,1149.97,1149.98,1150.03,1150.02,10.91
170991,3.56,-2.99,15.55,1149.99,1149.99,1150.01,1150.01,10.86
171001,3.47,-3.07,15.28,1149.99,1149.99,1150.01,1150.01,11.16
171013,3.42,-3.12,15.00,1149.99,1149.99,1150.01,1150.01,11.14
171024,3.36,-3.12,14.72,1150.00,1149.99,1150.00,1150.01,11.06
171035,3.33,-3.12,14.44,1150.00,1150.00,1150.00,1150.00,10.94
171046,3.32,-3.09,14.17,1150.00,1150.00,1150.00,1150.00,11.14
171057,3.29,-3.03,13.89,1150.01,1150.00,1149.99,1150.00,11.09
171070,3.20,-2.90,13.27,1150.02,1149.99,1149.98,1150.01,11.04
171081,3.11,-2.82,12.91,1150.01,1149.99,1149.99,1150.01,10.96
171092,3.05,-2.74,12.53,1150.01,1149.99,1149.99,1150.01,10.88
171104,2.98,-2.65,12.14,1150.01,1149.99,1149.99,1150.01,10.91
171115,2.92,-2.55,11.74,1150.01,1149.99,1149.99,1150.01,10.91
171125,2.88,-2.42,11.33,1150.02,1150.00,1149.98,1150.00,11.09
171137,2.85,-2.27,10.92,1150.02,1150.00,1149.98,1150.00,11.11
171150,2.84,-1.98,10.09,1150.04,1150.00,1149.96,1150.00,11.04
171161,2.84,-1.85,9.67,1150.02,1150.00,1149.98,1150.00,11.11
171171,2.84,-1.75,9.22,1150.01,1150.00,1149.99,1150.00,10.91
171183,2.81,-1.67,8.76,1150.01,1150.00,1149.99,1150.00,11.14
171194,2.79,-1.60,8.27,1150.01,1150.00,1149.99,1150.00,10.86
171205,2.80,-1.53,7.78,1150.01,1150.00,1149.99,1150.00,10.91
171215,2.79,-1.44,7.27,1150.01,1150.00,1149.99,1150.00,10.99
171227,2.78,-1.37,6.75,1150.01,1150.00,1149.99,1150.00,11.14
171240,2.83,-1.28,5.72,1150.01,1150.01,1149.99,1149.99,11.11
171251,2.89,-1.29,5.21,1150.00,1150.01,1150.00,1149.99,10.94
171262,2.96,-1.29,4.70,1150.00,1150.01,1150.00,1149.99,10.88
171274,2.99,-1.29,4.19,1150.00,1150.01,1150.00,1149.99,11.09
171284,3.04,-1.27,3.69,1150.00,1150.01,1150.00,1149.99,10.94
171295,3.09,-1.25,3.18,1150.00,1150.01,1150.00,1149.99,11.11
171307,3.14,-1.24,2.69,1150.00,1150.01,1150.00,1149.99,10.91
171318,3.23,-1.26,2.21,1150.00,1150.01,1150.00,1149.99,11.14
171331,3.43,-1.41,1.31,1149.98,1150.03,1150.02,1149.97,11.01
171341,3.56,-1.51,0.89,1149.99,1150.02,1150.01,1149.98,11.09
171353,3.66,-1.60,0.47,1149.99,1150.02,1150.01,1149.98,10.88
171364,3.75,-1.68,0.07,1149.99,1150.01,1150.01,1149.99,10.94
171375,3.84,-1.75,-0.33,1149.99,1150.01,1150.01,1149.99,11.09
171386,3.89,-1.80,-0.73,1149.99,1150.01,1150.01,1149.99,11.16
171398,3.95,-1.88,-1.11,1149.99,1150.01,1150.01,1149.99,11.21
171411,4.04,-2.05,-1.83,1149.98,1150.01,1150.02,1149.99,10.96
171422,4.09,-2.15,-2.18,1149.99,1150.01,1150.01,1149.99,11.14
171433,4.10,-2.21,-2.51,1149.99,1150.00,1150.01,1150.00,11.01
171445,4.09,-2.25,-2.84,1149.99,1150.00,1150.01,1150.00,10.88
171456,4.08,-2.27,-3.15,1150.00,1150.00,1150.00,1150.00,10.96
171466,4.01,-2.26,-3.48,1150.00,1149.99,1150.00,1150.01,11.01
171480,3.83,-2.21,-4.11,1150.00,1149.98,1150.00,1150.02,10.96
171491,3.72,-2.18,-4.43,1150.00,1149.99,1150.00,1150.01,10.96
171502,3.62,-2.16,-4.74,1150.00,1149.99,1150.00,1150.01,11.01
171513,3.50,-2.14,-5.05,1150.00,1149.99,1150.00,1150.01,10.99
171525,3.36,-2.12,-5.36,1150.00,1149.98,1150.00,1150.02,11.19
171536,3.23,-2.09,-5.67,1150.00,1149.98,1150.00,1150.02,11.11
171546,3.07,-2.04,-5.98,1150.01,1149.98,1149.99,1150.02,11.24
171559,2.74,-1.92,-6.62,1150.01,1149.96,1149.99,1150.04,10.94
171571,2.52,-1.86,-6.97,1150.01,1149.97,1149.99,1150.03,10.94
171582,2.30,-1.82,-7.33,1150.00,1149.97,1150.00,1150.03,10.96
171593,2.10,-1.77,-7.70,1150.01,1149.97,1149.99,1150.03,11.09
171604,1.87,-1.70,-8.09,1150.01,1149.97,1149.99,1150.03,10.94
171616,1.67,-1.63,-8.48,1150.01,1149.97,1149.99,1150.03,10.94
171627,1.47,-1.53,-8.87,1150.01,1149.97,1149.99,1150.03,11.11
171640,1.13,-1.33,-9.65,1150.03,1149.95,1149.97,1150.05,10.91
171652,0.98,-1.25,-10.04,1150.01,1149.98,1149.99,1150.02,10.88
171663,0.85,-1.18,-10.44,1150.01,1149.98,1149.99,1150.02,11.11
171674,0.76,-1.12,-10.84,1150.01,1149.99,1149.99,1150.01,11.11
171685,0.68,-1.03,-11.24,1150.01,1149.99,1149.99,1150.01,11.14
171697,0.61,-0.95,-11.64,1150.01,1149.99,1149.99,1150.01,11.11
171708,0.57,-0.86,-12.04,1150.01,1149.99,1149.99,1150.01,11.14
171721,0.55,-0.64,-12.83,1150.03,1150.00,1149.97,1150.00,11.14
171732,0.59,-0.51,-13.21,1150.02,1150.01,1149.98,1149.99,11.14
171744,0.62,-0.36,-13.60,1150.02,1150.01,1149.98,1150.00,10.86
171755,0.71,-0.25,-13.97,1150.02,1150.01,1149.98,1149.99,11.09
171766,0.80,-0.13,-14.34,1150.02,1150.01,1149.98,1149.99,11.16
171778,0.91,-0.06,-14.69,1150.01,1150.02,1149.99,1149.98,11.14
171791,1.21,0.11,-15.36,1150.02,1150.04,1149.98,1149.96,10.96
171802,1.36,0.20,-15.68,1150.01,1150.02,1149.99,1149.98,10.96
171813,1.51,0.32,-16.00,1150.02,1150.02,1149.98,1149.98,11.16
171825,1.64,0.46,-16.30,1150.02,1150.02,1149.98,1149.98,11.06
171836,1.80,0.59,-16.59,1150.02,1150.02,1149.98,1149.98,10.88
171847,1.98,0.71,-16.87,1150.02,1150.02,1149.98,1149.98,10.91
171860,2.33,0.84,-17.36,1150.02,1150.05,1149.98,1149.95,10.88
171871,2.51,0.87,-17.58,1150.00,1150.03,1150.00,1149.97,11.09
171882,2.67,0.88,-17.79,1150.00,1150.02,1150.00,1149.98,11.16
171893,2.83,0.89,-17.98,1150.00,1150.02,1150.00,1149.98,11.09
171905,2.95,0.92,-18.17,1150.01,1150.02,1149.99,1149.98,11.16
171916,3.07,0.96,-18.33,1150.01,1150.02,1149.99,1149.98,10.96
171927,3.18,1.01,-18.49,1150.01,1150.02,1149.99,1149.98,10.94
171940,3.27,1.11,-18.75,1150.02,1150.01,1149.98,1149.99,10.91
171952,3.28,1.14,-18.87,1150.00,1150.00,1150.00,1150.00,10.94
171962,3.24,1.17,-18.98,1150.00,1150.00,1150.00,1150.00,11.11
171973,3.21,1.17,-19.08,1150.00,1150.00,1150.00,1150.00,11.11
171984,3.12,1.20,-19.17,1150.00,1149.99,1150.00,1150.01,10.96
171996,3.00,1.23,-19.26,1150.00,1149.99,1150.00,1150.01,11.14
172007,2.88,1.25,-19.34,1150.00,1149.98,1150.00,1150.02,10.91
172020,2.53,1.34,-19.47,1150.01,1149.95,1149.99,1150.05,11.16
172032,2.37,1.37,-19.52,1150.00,1149.98,1150.00,1150.02,10.96
172043,2.18,1.40,-19.56,1150.00,1149.98,1150.00,1150.02,11.06
172054,2.02,1.39,-19.58,1150.00,1149.98,1150.00,1150.02,11.11
172065,1.83,1.42,-19.61,1150.00,1149.98,1150.00,1150.02,10.94
172076,1.59,1.46,-19.64,1150.01,1149.97,1149.99,1150.03,10.91
172087,1.36,1.49,-19.68,1150.01,1149.97,1149.99,1150.03,10.94
172100,0.82,1.57,-19.76,1150.01,1149.93,1149.99,1150.07,10.96
172111,0.60,1.58,-19.80,1150.00,1149.97,1150.00,1150.03,11.11
172123,0.39,1.60,-19.83,1150.00,1149.97,1150.00,1150.03,11.09
172134,0.22,1.61,-19.85,1150.00,1149.98,1150.00,1150.02,10.99
172145,0.09,1.63,-19.85,1150.00,1149.98,1150.00,1150.02,10.94
172156,-0.06,1.69,-19.86,1150.01,1149.98,1149.99,1150.02,11.11
172168,-0.16,1.76,-19.86,1150.01,1149.99,1149.99,1150.01,10.96
172181,-0.37,1.99,-19.87,1150.03,1149.97,1149.97,1150.03,11.11
172192,-0.43,2.11,-19.88,1150.02,1149.99,1149.98,1150.01,10.88
172204,-0.48,2.24,-19.88,1150.02,1149.99,1149.98,1150.01,11.11
172215,-0.49,2.33,-19.88,1150.01,1150.00,1149.99,1150.00,11.09
172226,-0.43,2.40,-19.87,1150.01,1150.01,1149.99,1149.99,10.88
172237,-0.40,2.49,-19.86,1150.01,1150.00,1149.99,1150.00,11.14
172251,-0.24,2.61,-19.85,1150.02,1150.02,1149.98,1149.98,11.04
172262,-0.17,2.68,-19.85,1150.01,1150.01,1149.99,1149.99,11.14
172273,-0.07,2.72,-19.85,1150.01,1150.01,1149.99,1149.99,11.11
172284,0.03,2.75,-19.86,1150.01,1150.01,1149.99,1149.99,11.19
172296,0.12,2.79,-19.86,1150.01,1150.01,1149.99,1149.99,11.09
172306,0.25,2.80,-19.87,1150.00,1150.02,1150.00,1149.98,11.06
172317,0.34,2.82,-19.87,1150.00,1150.01,1150.00,1149.99,11.14
172331,0.53,2.83,-19.90,1150.00,1150.03,1150.00,1149.97,11.19
172342,0.60,2.87,-19.91,1150.01,1150.01,1149.99,1149.99,11.06
172353,0.70,2.88,-19.92,1150.00,1150.01,1150.00,1149.99,11.09
172364,0.79,2.89,-19.93,1150.00,1150.01,1150.00,1149.99,11.14
172376,0.84,2.88,-19.93,1150.00,1150.01,1150.00,1149.99,10.86
172387,0.91,2.86,-19.93,1150.00,1150.01,1150.00,1149.99,11.09
172398,0.95,2.83,-19.94,1150.00,1150.01,1150.00,1149.99,11.11
172411,0.96,2.77,-19.97,1149.99,1150.00,1150.01,1150.00,10.91
172423,0.94,2.78,-19.98,1150.00,1150.00,1150.00,1150.00,11.06
172434,0.92,2.77,-19.99,1150.00,1150.00,1150.00,1150.00,10.94
172444,0.94,2.77,-19.99,1150.00,1150.00,1150.00,1150.00,11.11
172455,0.90,2.80,-19.98,1150.01,1150.00,1149.99,1150.00,10.88
172467,0.88,2.81,-19.98,1150.00,1150.00,1150.00,1150.00,10.94
172480,0.76,2.90,-19.97,1150.01,1149.98,1149.99,1150.02,11.09
172491,0.69,2.92,-19.97,1150.01,1149.99,1149.99,1150.01,11.06
172503,0.60,2.96,-19.98,1150.01,1149.99,1149.99,1150.01,10.91
172514,0.50,2.99,-19.98,1150.00,1149.99,1150.00,1150.01,11.14
172525,0.44,3.00,-19.98,1150.00,1149.99,1150.00,1150.01,10.88
172536,0.36,3.01,-19.97,1150.00,1149.99,1150.00,1150.01,11.16
172548,0.28,3.00,-19.96,1150.00,1149.99,1150.00,1150.01,10.99
172561,0.13,3.02,-19.94,1150.00,1149.98,1150.00,1150.02,11.09
172572,0.07,3.03,-19.93,1150.00,1149.99,1150.00,1150.01,11.11
172583,0.01,3.05,-19.91,1150.00,1149.99,1150.00,1150.01,11.16
172595,-0.06,3.06,-19.90,1150.00,1149.99,1150.00,1150.01,10.88
172605,-0.08,3.05,-19.88,1150.00,1150.00,1150.00,1150.00,10.88
172616,-0.11,3.05,-19.86,1150.00,1150.00,1150.00,1150.00,10.96
172627,-0.13,3.05,-19.84,1150.00,1150.00,1150.00,1150.00,10.94
172641,-0.13,3.02,-19.79,1150.00,1150.00,1150.00,1150.00,10.91
172652,-0.13,3.00,-19.77,1150.00,1150.00,1150.00,1150.00,11.16
172663,-0.10,2.97,-19.75,1150.00,1150.00,1150.00,1150.00,11.16
172675,-0.08,2.95,-19.72,1150.00,1150.00,1150.00,1150.00,10.86
172686,-0.02,2.89,-19.69,1149.99,1150.01,1150.01,1149.99,10.94
172697,0.03,2.84,-19.66,1149.99,1150.01,1150.01,1149.99,11.14
172710,0.14,2.72,-19.61,1149.99,1150.02,1150.01,1149.98,10.99
172722,0.19,2.66,-19.58,1149.99,1150.01,1150.01,1149.99,10.86
172733,0.24,2.59,-19.56,1149.99,1150.01,1150.01,1149.99,10.96
172744,0.31,2.49,-19.54,1149.99,1150.01,1150.01,1149.99,10.91
172755,0.36,2.40,-19.52,1149.99,1150.01,1150.01,1149.99,10.91
172767,0.42,2.30,-19.50,1149.99,1150.01,1150.01,1149.99,11.16
172777,0.48,2.20,-19.49,1149.99,1150.01,1150.01,1149.99,10.88
172790,0.53,2.00,-19.47,1149.97,1150.01,1150.03,1149.99,10.96
172802,0.57,1.92,-19.47,1149.99,1150.01,1150.01,1149.99,10.94
172813,0.60,1.85,-19.46,1149.99,1150.00,1150.01,1150.00,10.91
172824,0.65,1.78,-19.44,1149.99,1150.01,1150.01,1149.99,10.88
172835,0.68,1.73,-19.42,1149.99,1150.00,1150.01,1150.00,11.16
172847,0.69,1.69,-19.40,1150.00,1150.00,1150.00,1150.00,10.94
172858,0.70,1.64,-19.39,1149.99,1150.00,1150.01,1150.00,11.06
172871,0.68,1.57,-19.37,1149.99,1150.00,1150.01,1150.00,11.21
172882,0.68,1.54,-19.37,1150.00,1150.00,1150.00,1150.00,11.14
172893,0.67,1.51,-19.36,1150.00,1150.00,1150.00,1150.00,10.86
172904,0.67,1.48,-19.35,1150.00,1150.00,1150.00,1150.00,11.11
172915,0.68,1.44,-19.35,1150.00,1150.00,1150.00,1150.00,11.14
172926,0.67,1.41,-19.34,1150.00,1150.00,1150.00,1150.00,11.11
172938,0.67,1.37,-19.34,1150.00,1150.00,1150.00,1150.00,10.94
172951,0.64,1.34,-19.33,1150.00,1150.00,1150.00,1150.00,11.21
172962,0.65,1.33,-19.33,1150.00,1150.00,1150.00,1150.00,10.88
172974,0.67,1.33,-19.33,1150.00,1150.00,1150.00,1150.00,10.88
172985,0.68,1.31,-19.32,1150.00,1150.00,1150.00,1150.00,11.14
172996,0.73,1.28,-19.30,1150.00,1150.01,1150.00,1149.99,10.96
173007,0.75,1.25,-19.29,1150.00,1150.00,1150.00,1150.00,11.09
173020,0.81,1.19,-19.26,1149.99,1150.01,1150.01,1149.99,11.16
173032,0.82,1.18,-19.25,1150.00,1150.00,1150.00,1150.00,10.94
173042,0.85,1.16,-19.25,1150.00,1150.00,1150.00,1150.00,11.11
173053,0.88,1.14,-19.24,1150.00,1150.00,1150.00,1150.00,10.96
173065,0.89,1.11,-19.24,1150.00,1150.00,1150.00,1150.00,11.16
173076,0.92,1.07,-19.24,1149.99,1150.01,1150.01,1149.99,10.91
173087,0.95,1.04,-19.23,1150.00,1150.00,1150.00,1150.00,10.94
