Time,Roll,Pitch,Yaw,R1,R2,R3,R4,Voltage
173101,0.99,1.01,-19.22,1150.00,1150.01,1150.00,1149.99,11.19
173112,1.00,1.01,-19.21,1150.00,1150.00,1150.00,1150.00,10.99
173123,1.02,1.00,-19.21,1150.00,1150.00,1150.00,1150.00,11.11
173134,1.03,1.00,-19.21,1150.00,1150.00,1150.00,1150.00,10.96
173145,1.02,1.01,-19.20,1150.00,1150.00,1150.00,1150.00,11.06
173156,1.02,1.00,-19.20,1150.00,1150.00,1150.00,1150.00,10.86
173167,1.02,0.99,-19.20,1150.00,1150.00,1150.00,1150.00,11.14
173180,1.00,0.94,-19.19,1149.99,1150.00,1150.01,1150.00,11.11
173192,0.99,0.91,-19.19,1150.00,1150.00,1150.00,1150.00,11.04
173203,0.98,0.87,-19.19,1150.00,1150.00,1150.00,1150.00,11.16
173214,0.98,0.84,-19.18,1150.00,1150.00,1150.00,1150.00,10.96
173225,0.96,0.83,-19.18,1150.00,1150.00,1150.00,1150.00,11.11
173237,0.94,0.82,-19.18,1150.00,1150.00,1150.00,1150.00,11.06
173248,0.91,0.84,-19.18,1150.00,1150.00,1150.00,1150.00,11.16
173260,0.84,0.87,-19.19,1150.01,1149.99,1149.99,1150.01,11.11
173272,0.81,0.88,-19.19,1150.00,1150.00,1150.00,1150.00,11.06
173283,0.80,0.87,-19.19,1150.00,1150.00,1150.00,1150.00,11.11
173294,0.81,0.85,-19.18,1150.00,1150.00,1150.00,1150.00,10.94
173305,0.82,0.85,-19.17,1150.00,1150.00,1150.00,1150.00,11.14
173317,0.83,0.85,-19.16,1150.00,1150.00,1150.00,1150.00,11.16
173328,0.85,0.85,-19.15,1150.00,1150.00,1150.00,1150.00,10.88
173341,0.87,0.86,-19.13,1150.00,1150.00,1150.00,1150.00,11.11
173352,0.89,0.86,-19.11,1150.00,1150.00,1150.00,1150.00,11.14
173364,0.90,0.87,-19.11,1150.00,1150.00,1150.00,1150.00,11.11
173374,0.93,0.88,-19.10,1150.00,1150.00,1150.00,1150.00,10.88
173385,0.95,0.90,-19.09,1150.00,1150.00,1150.00,1150.00,11.21
173396,0.96,0.91,-19.08,1150.00,1150.00,1150.00,1150.00,11.14
173408,1.00,0.93,-19.07,1150.00,1150.01,1150.00,1149.99,11.09
173421,1.04,0.95,-19.04,1150.00,1150.01,1150.00,1149.99,11.14
173432,1.08,0.96,-19.03,1150.00,1150.01,1150.00,1149.99,10.94
173444,1.10,0.97,-19.02,1150.00,1150.00,1150.00,1150.00,11.11
173455,1.13,0.96,-19.01,1150.00,1150.00,1150.00,1150.00,10.94
173466,1.14,0.97,-19.00,1150.00,1150.00,1150.00,1150.00,11.16
173476,1.14,0.99,-19.00,1150.00,1150.00,1150.00,1150.00,11.09
173488,1.14,0.99,-19.00,1150.00,1150.00,1150.00,1150.00,10.88
173501,1.13,0.99,-19.01,1150.00,1150.00,1150.00,1150.00,10.94
173512,1.14,0.98,-19.01,1150.00,1150.00,1150.00,1150.00,10.88
173523,1.12,0.98,-19.01,1150.00,1150.00,1150.00,1150.00,11.01
173535,1.11,0.98,-19.02,1150.00,1150.00,1150.00,1150.00,10.94
173546,1.11,0.97,-19.02,1150.00,1150.00,1150.00,1150.00,11.11
173557,1.09,0.96,-19.02,1150.00,1150.00,1150.00,1150.00,11.11
173568,1.10,0.94,-19.01,1150.00,1150.00,1150.00,1150.00,10.99
173581,1.08,0.88,-19.01,1149.99,1150.00,1150.01,1150.00,11.14
173592,1.08,0.84,-19.01,1150.00,1150.00,1150.00,1150.00,10.91
173603,1.06,0.83,-19.02,1150.00,1150.00,1150.00,1150.00,11.16
173615,1.04,0.83,-19.02,1150.00,1150.00,1150.00,1150.00,10.88
173626,1.04,0.82,-19.02,1150.00,1150.00,1150.00,1150.00,10.86
173637,1.01,0.84,-19.02,1150.00,1150.00,1150.00,1150.00,11.14
173647,1.00,0.85,-19.02,1150.00,1150.00,1150.00,1150.00,11.16
173661,0.97,0.88,-19.03,1150.00,1150.00,1150.00,1150.00,11.11
173672,0.97,0.88,-19.04,1150.00,1150.00,1150.00,1150.00,11.14
173683,0.98,0.89,-19.04,1150.00,1150.00,1150.00,1150.00,10.96
173694,0.98,0.90,-19.04,1150.00,1150.00,1150.00,1150.00,10.86
173706,1.00,0.90,-19.04,1150.00,1150.00,1150.00,1150.00,10.88
173717,0.99,0.93,-19.04,1150.00,1150.00,1150.00,1150.00,11.19
173728,0.96,0.95,-19.04,1150.00,1150.00,1150.00,1150.00,11.14
173741,0.94,0.97,-19.06,1150.00,1150.00,1150.00,1150.00,11.11
173752,0.93,0.96,-19.07,1150.00,1150.00,1150.00,1150.00,10.99
173763,0.93,0.96,-19.08,1150.00,1150.00,1150.00,1150.00,10.96
173774,0.91,0.97,-19.09,1150.00,1150.00,1150.00,1150.00,10.88
173786,0.92,0.97,-19.10,1150.00,1150.00,1150.00,1150.00,11.16
173797,0.93,1.00,-19.10,1150.00,1150.00,1150.00,1150.00,10.96
173808,0.91,1.04,-19.10,1150.01,1150.00,1149.99,1150.00,11.11
173821,0.87,1.19,-19.11,1150.02,1149.99,1149.98,1150.01,11.14
173833,0.81,1.28,-19.12,1150.01,1149.99,1149.99,1150.01,10.94
173843,0.78,1.37,-19.15,1150.01,1150.00,1149.99,1150.00,11.09
173854,0.73,1.44,-19.16,1150.01,1149.99,1149.99,1150.01,10.94
173865,0.72,1.47,-19.18,1150.00,1150.00,1150.00,1150.00,10.96
173877,0.74,1.48,-19.19,1150.00,1150.00,1150.00,1150.00,11.11
173888,0.73,1.48,-19.19,1150.00,1150.00,1150.00,1150.00,10.94
173901,0.80,1.44,-19.20,1150.00,1150.01,1150.00,1149.99,10.94
173913,0.81,1.41,-19.20,1150.00,1150.00,1150.00,1150.00,11.14
173924,0.87,1.37,-19.21,1149.99,1150.01,1150.01,1149.99,11.11
173935,0.91,1.32,-19.20,1150.00,1150.01,1150.00,1149.99,10.94
173946,0.97,1.25,-19.20,1149.99,1150.01,1150.01,1149.99,11.11
173958,1.06,1.17,-19.19,1149.99,1150.01,1150.01,1149.99,11.09
173970,1.16,1.03,-19.17,1149.98,1150.01,1150.02,1149.99,11.06
173981,1.21,0.98,-19.16,1149.99,1150.01,1150.01,1149.99,10.96
173992,1.25,0.95,-19.16,1150.00,1150.01,1150.00,1149.99,10.91
174004,1.31,0.90,-19.14,1149.99,1150.01,1150.01,1149.99,10.96
174015,1.36,0.87,-19.13,1150.00,1150.01,1150.00,1149.99,10.94
174026,1.40,0.83,-19.11,1150.00,1150.01,1150.00,1149.99,10.83
174038,1.46,0.78,-19.09,1149.99,1150.01,1150.01,1149.99,10.88
174051,1.49,0.76,-19.05,1150.00,1150.01,1150.00,1149.99,11.01
174061,1.53,0.76,-19.03,1150.00,1150.01,1150.00,1149.99,11.06
174072,1.52,0.78,-19.01,1150.00,1150.00,1150.00,1150.00,11.09
174084,1.54,0.79,-18.98,1150.00,1150.00,1150.00,1150.00,10.94
174095,1.56,0.80,-18.95,1150.00,1150.00,1150.00,1150.00,10.94
174106,1.55,0.82,-18.93,1150.00,1150.00,1150.00,1150.00,11.14
174117,1.58,0.80,-18.90,1150.00,1150.00,1150.00,1150.00,11.14
174129,1.58,0.79,-18.87,1150.00,1150.00,1150.00,1150.00,11.11
174141,1.61,0.72,-18.80,1149.99,1150.00,1150.01,1150.00,11.11
174152,1.60,0.69,-18.76,1150.00,1150.00,1150.00,1150.00,10.94
174163,1.62,0.64,-18.72,1149.99,1150.00,1150.01,1150.00,11.14
174175,1.63,0.60,-18.68,1149.99,1150.00,1150.01,1150.00,11.11
174186,1.60,0.59,-18.65,1150.00,1150.00,1150.00,1150.00,11.16
174197,1.59,0.58,-18.61,1150.00,1150.00,1150.00,1150.00,11.11
174209,1.56,0.59,-18.59,1150.00,1150.00,1150.00,1150.00,11.09
174221,1.51,0.58,-18.55,1150.00,1149.99,1150.00,1150.01,11.14
174232,1.48,0.57,-18.53,1150.00,1150.00,1150.00,1150.00,11.14
174243,1.46,0.56,-18.51,1150.00,1150.00,1150.00,1150.00,11.06
174255,1.47,0.53,-18.50,1150.00,1150.00,1150.00,1150.00,11.11
174266,1.46,0.52,-18.48,1150.00,1150.00,1150.00,1150.00,10.94
174277,1.47,0.49,-18.46,1150.00,1150.00,1150.00,1150.00,10.88
174288,1.51,0.44,-18.45,1149.99,1150.01,1150.01,1149.99,11.11
174302,1.56,0.31,-18.42,1149.98,1150.01,1150.02,1149.99,11.14
174313,1.57,0.25,-18.42,1149.99,1150.00,1150.01,1150.00,10.91
174323,1.57,0.22,-18.41,1150.00,1150.00,1150.00,1150.00,10.88
174334,1.61,0.19,-18.41,1150.00,1150.01,1150.00,1149.99,10.96
174346,1.62,0.20,-18.42,1150.00,1150.00,1150.00,1150.00,10.94
174357,1.63,0.21,-18.41,1150.00,1150.00,1150.00,1150.00,10.88
174368,1.68,0.20,-18.41,1150.00,1150.01,1150.00,1149.99,10.94
174382,1.70,0.20,-18.41,1150.00,1150.00,1150.00,1150.00,10.88
